rat,session,trial,group,duration,iti,reinforced,criterion,valid
87,3.0,77,timeout20,10.066000000000031,1.6159999999999854,1.0,10.0,1.0
87,3.0,78,timeout20,10.483999999999924,2.269999999999982,1.0,10.0,1.0
87,3.0,79,timeout20,17.96400000000017,1.5639999999998508,1.0,10.0,1.0
87,3.0,80,timeout20,12.812000000000126,1.7019999999999982,1.0,10.0,1.0
87,3.0,81,timeout20,15.230000000000018,4.481999999999971,1.0,10.0,1.0
87,3.0,82,timeout20,17.283999999999878,1.86200000000008,1.0,10.0,1.0
87,3.0,83,timeout20,9.435999999999922,21.986000000000104,0.0,10.0,1.0
87,3.0,84,timeout20,16.874000000000024,1.5119999999999436,1.0,10.0,1.0
87,3.0,85,timeout20,15.145999999999958,0.11400000000003274,1.0,10.0,1.0
87,3.0,86,timeout20,0.08400000000006003,21.182000000000016,0.0,10.0,1.0
87,3.0,87,timeout20,18.753999999999905,1.5119999999999436,1.0,10.0,1.0
87,3.0,88,timeout20,18.638000000000147,2.1059999999999945,1.0,10.0,1.0
87,3.0,89,timeout20,19.069999999999936,2.0920000000000982,1.0,10.0,1.0
87,3.0,90,timeout20,16.213999999999942,1.3599999999999,1.0,10.0,1.0
87,3.0,91,timeout20,18.190000000000055,1.3279999999999745,1.0,10.0,1.0
87,3.0,92,timeout20,14.029999999999973,1.8859999999999673,1.0,10.0,1.0
87,3.0,93,timeout20,13.279999999999973,0.04600000000004911,1.0,10.0,1.0
87,3.0,94,timeout20,0.13800000000014734,20.71199999999999,0.0,10.0,1.0
87,3.0,95,timeout20,17.945999999999913,2.104000000000042,1.0,10.0,1.0
87,3.0,96,timeout20,20.31600000000003,1.4939999999999145,1.0,10.0,1.0
87,3.0,97,timeout20,14.144000000000005,1.6579999999999018,1.0,10.0,1.0
87,3.0,98,timeout20,13.484000000000151,1.4839999999999236,1.0,10.0,1.0
87,3.0,99,timeout20,13.642000000000053,1.69399999999996,1.0,10.0,1.0
87,3.0,100,timeout20,11.004000000000133,1.9099999999998545,1.0,10.0,1.0
87,3.0,101,timeout20,11.670000000000073,1.6340000000000146,1.0,10.0,1.0
87,3.0,102,timeout20,15.031999999999925,1.9320000000000164,1.0,10.0,1.0
87,3.0,103,timeout20,13.942000000000007,1.7799999999999727,1.0,10.0,1.0
87,3.0,104,timeout20,16.223999999999933,,1.0,10.0,1.0
